FechaExtraccion,AÃ±o,PC,Cat,TipDia,ValMop,Hinicio,Hfin,Tarifa_Inf,Tarifa_Inicial,Tarifa_Periodo,Conces,Sentido
2023-11-06T16:16:37.76Z,2018,0101,3,0001,1842,140000,162959,9778,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0001,368,140000,162959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0001,589,163000,172959,3130,TBFP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0001,1768,163000,172959,9386,TBFP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0001,2947,163000,172959,15646,TBFP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0001,589,163000,172959,3130,TBFP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0001,737,173000,202959,3909,TS,TS,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0001,2210,173000,202959,11732,TS,TS,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0001,3683,173000,202959,19555,TS,TS,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0001,737,173000,202959,3909,TS,TS,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0001,368,203000,235959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0001,1105,203000,235959,5869,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0001,1842,203000,235959,9778,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0001,368,203000,235959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0002,368,000000,095959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0002,1105,000000,095959,5869,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0002,1842,000000,095959,9778,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0002,368,000000,095959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0002,589,100000,135959,3130,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0002,1768,100000,135959,9386,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0002,2947,100000,135959,15646,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0002,589,100000,135959,3130,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0002,368,140000,235959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0002,1105,140000,235959,5869,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0002,1842,140000,235959,9778,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0002,368,140000,235959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0004,368,000000,095959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0004,1105,000000,095959,5869,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0004,1842,000000,095959,9778,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,4,0004,368,000000,095959,1954,TBFP,TBFP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,1,0004,589,100000,135959,3130,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,2,0004,1768,100000,135959,9386,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2018,0101,3,0004,2947,100000,135959,15646,TBP,TBP,TSC,N
2023-11-06T16:16:37.76Z,2015,0010,2,0002,325,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0002,487.5,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0002,162.5,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0002,325.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0002,650.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0002,975.02,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0002,325.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0002,162.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0002,325,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0002,487.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0002,162.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0004,162.5,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0004,325,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0004,487.5,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0004,162.5,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0004,325.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0004,650.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0004,975.02,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0004,325.01,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0004,162.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0004,325,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0004,487.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0004,162.5,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0003,162.5,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0003,325,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0003,487.5,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0003,162.5,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0003,325.01,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0003,650.01,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0003,975.02,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0003,325.01,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,1,0003,162.5,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,2,0003,325,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,3,0003,487.5,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0010,4,0003,162.5,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0011,1,0001,162.5,000000,175959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0001,325,000000,175959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0001,487.5,000000,175959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0001,162.5,000000,175959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0001,325.01,180000,192959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0001,650.01,180000,192959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0001,975.02,180000,192959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0001,325.01,180000,192959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0001,162.5,193000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0001,325,193000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0001,487.5,193000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0001,162.5,193000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0002,162.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0002,325,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0002,487.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0002,162.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0002,325.01,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0002,650.01,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0002,975.02,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0002,325.01,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0002,162.5,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0002,325,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0002,487.5,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0002,162.5,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0002,325.01,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0002,650.01,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0002,975.02,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0002,325.01,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0002,162.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,2,0002,325,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,3,0002,487.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,4,0002,162.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0011,1,0004,162.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0001,151.67,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0001,227.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0001,75.83,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0002,75.83,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0002,151.67,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0002,227.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0002,75.83,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0002,151.67,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0002,303.34,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0002,455.01,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0002,151.67,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0002,75.83,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0002,151.67,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0002,227.5,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0002,75.83,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0002,151.67,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0002,303.34,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0002,455.01,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0002,151.67,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0002,75.83,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0002,151.67,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0002,227.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0002,75.83,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0004,75.83,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0004,151.67,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0004,227.5,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0004,75.83,000000,125959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0004,151.67,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0004,303.34,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0004,455.01,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0004,151.67,130000,145959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0004,75.83,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0004,151.67,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0004,227.5,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0004,75.83,150000,195959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0004,151.67,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0004,303.34,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0004,455.01,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0004,151.67,200000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0004,75.83,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0004,151.67,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0004,227.5,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0004,75.83,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,1,0003,75.83,000000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,2,0003,151.67,000000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,3,0003,227.5,000000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0015,4,0003,75.83,000000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2015,0016,1,0001,260,000000,065959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,2,0001,520,000000,065959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,3,0001,780,000000,065959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,4,0001,260,000000,065959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,1,0001,520.01,070000,072959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,2,0001,1040.02,070000,072959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,3,0001,1560.02,070000,072959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,4,0001,520.01,070000,072959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,1,0001,780.01,073000,082959,,TBFP,TS,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,2,0001,1560.03,073000,082959,,TBFP,TS,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,3,0001,2340.04,073000,082959,,TBFP,TS,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,4,0001,780.01,073000,082959,,TBFP,TS,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,1,0001,260,083000,085959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,2,0001,520,083000,085959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,3,0001,780,083000,085959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,4,0001,260,083000,085959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,1,0001,520.01,090000,092959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,2,0001,1040.02,090000,092959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,3,0001,1560.02,090000,092959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,4,0001,520.01,090000,092959,,TBFP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2015,0016,1,0001,260,093000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0002,203.95,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0002,407.9,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0002,611.85,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0002,203.95,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0004,203.95,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0004,407.9,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0004,611.85,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0004,203.95,000000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0004,407.9,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0004,815.79,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0004,1223.69,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0004,407.9,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0004,203.95,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0004,407.9,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0004,611.85,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0004,203.95,210000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0003,203.95,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0003,407.9,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0003,611.85,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0003,203.95,000000,185959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0003,407.9,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0003,815.79,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0003,1223.69,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0003,407.9,190000,215959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,1,0003,203.95,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,2,0003,407.9,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,3,0003,611.85,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0003,4,0003,203.95,220000,235959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2016,0004,1,0001,203.95,000000,172959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0001,407.9,000000,172959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0001,611.85,000000,172959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0001,203.95,000000,172959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0001,407.9,173000,175959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0001,815.79,173000,175959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0001,1223.69,173000,175959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0001,407.9,173000,175959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0001,611.85,180000,192959,,TBFP,TS,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0001,1223.69,180000,192959,,TBFP,TS,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0001,1835.54,180000,192959,,TBFP,TS,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0001,611.85,180000,192959,,TBFP,TS,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0001,407.9,193000,195959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0001,815.79,193000,195959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0001,1223.69,193000,195959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0001,407.9,193000,195959,,TBFP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0001,203.95,200000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0001,407.9,200000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0001,611.85,200000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0001,203.95,200000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0002,203.95,000000,105959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0002,407.9,000000,105959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0002,611.85,000000,105959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0002,203.95,000000,105959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0002,407.9,110000,135959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0002,815.79,110000,135959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0002,1223.69,110000,135959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0002,407.9,110000,135959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0002,203.95,140000,185959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0002,407.9,140000,185959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0002,611.85,140000,185959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0002,203.95,140000,185959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0002,407.9,190000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0002,815.79,190000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0002,1223.69,190000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0002,407.9,190000,215959,,TBP,TBP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,1,0002,203.95,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,2,0002,407.9,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,3,0002,611.85,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2016,0004,4,0002,203.95,220000,235959,,TBFP,TBFP,AVN,P
2023-11-06T16:16:37.76Z,2017,0007,3,0002,193.68,150000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2017,0007,4,0002,64.56,150000,175959,,TBFP,TBFP,AVN,O
2023-11-06T16:16:37.76Z,2017,0007,1,0002,129.12,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2017,0007,2,0002,258.25,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2017,0007,3,0002,387.37,180000,205959,,TBP,TBP,AVN,O
2023-11-06T16:16:37.76Z,2017,0007,4,0002,129.12,180000,205959,,TBP,TBP,AVN,O
